,ano,mes,sigla_uf,tipo_consumo,numero_consumidores,consumo
8201,2008,4,DF,Cativo,,378681
8202,2008,4,RS,Cativo,,1866949
8203,2008,4,RR,Cativo,,37186
8204,2008,4,MG,Cativo,,1842486
8205,2008,4,AM,Cativo,,341144
8206,2008,4,AP,Cativo,,51074
8207,2008,4,MS,Cativo,,262466
8208,2008,5,PR,Cativo,,1614091
8209,2008,5,RO,Cativo,,141117
8210,2008,5,PA,Cativo,,582403
8211,2008,5,MA,Cativo,,291058
8212,2008,5,ES,Cativo,,429570
8213,2008,5,MS,Cativo,,254143
8214,2008,5,RJ,Cativo,,2281026
8215,2008,5,AM,Cativo,,361100
8216,2008,5,PE,Cativo,,780260
8217,2008,5,TO,Cativo,,92559
8218,2008,5,GO,Cativo,,734532
8219,2008,5,BA,Cativo,,1612638
8220,2008,5,AP,Cativo,,49667
8221,2008,5,CE,Cativo,,544635
8222,2008,5,AC,Cativo,,45889
8223,2008,5,AL,Cativo,,305697
8224,2008,5,RR,Cativo,,37758
8225,2008,5,SP,Cativo,,7078715
8226,2008,5,PB,Cativo,,251060
8227,2008,5,PI,Cativo,,142946
8228,2008,5,DF,Cativo,,379513
8229,2008,5,MT,Cativo,,369615
8230,2008,5,RN,Cativo,,287839
8231,2008,5,SE,Cativo,,163483
8232,2008,5,SC,Cativo,,1220416
8233,2008,5,MG,Cativo,,2079335
8234,2008,5,RS,Cativo,,1763629
8235,2008,6,AM,Cativo,,359481
8236,2008,6,SP,Cativo,,6882482
8237,2008,6,MG,Cativo,,2045853
8238,2008,6,PR,Cativo,,1663694
8239,2008,6,RN,Cativo,,279774
8240,2008,6,PB,Cativo,,246722
8241,2008,6,ES,Cativo,,427083
8242,2008,6,DF,Cativo,,382414
8243,2008,6,CE,Cativo,,543260
8244,2008,6,AC,Cativo,,45104
8245,2008,6,RO,Cativo,,140705
8246,2008,6,RS,Cativo,,1739157
8247,2008,6,PA,Cativo,,599783
8248,2008,6,AP,Cativo,,56602
8249,2008,6,PI,Cativo,,148286
8250,2008,6,GO,Cativo,,770097
8251,2008,6,MT,Cativo,,382031
8252,2008,6,TO,Cativo,,96232
8253,2008,6,RR,Cativo,,35306
8254,2008,6,MA,Cativo,,304456
8255,2008,6,AL,Cativo,,287967
8256,2008,6,BA,Cativo,,1519814
8257,2008,6,PE,Cativo,,741770
8258,2008,6,SC,Cativo,,1170490
8259,2008,6,MS,Cativo,,236011
8260,2008,6,RJ,Cativo,,2043822
8261,2008,6,SE,Cativo,,157135
8262,2008,7,PI,Cativo,,143535
8263,2008,7,RN,Cativo,,282454
8264,2008,7,MG,Cativo,,2034494
8265,2008,7,RO,Cativo,,139671
8266,2008,7,BA,Cativo,,1600572
8267,2008,7,SE,Cativo,,155765
8268,2008,7,PA,Cativo,,621128
8269,2008,7,SC,Cativo,,1198766
8270,2008,7,AC,Cativo,,46190
8271,2008,7,RJ,Cativo,,2093534
8272,2008,7,MA,Cativo,,322087
8273,2008,7,RR,Cativo,,34910
8274,2008,7,MT,Cativo,,403019
8275,2008,7,AP,Cativo,,53274
8276,2008,7,CE,Cativo,,566544
8277,2008,7,AM,Cativo,,359733
8278,2008,7,SP,Cativo,,7015124
8279,2008,7,RS,Cativo,,1753658
8280,2008,7,MS,Cativo,,236605
8281,2008,7,AL,Cativo,,296521
8282,2008,7,GO,Cativo,,722034
8283,2008,7,TO,Cativo,,95058
8284,2008,7,PB,Cativo,,243609
8285,2008,7,PE,Cativo,,739574
8286,2008,7,ES,Cativo,,409389
8287,2008,7,DF,Cativo,,367632
8288,2008,7,PR,Cativo,,1639907
8289,2008,8,AM,Cativo,,390771
8290,2008,8,SE,Cativo,,155931
8291,2008,8,ES,Cativo,,426703
8292,2008,8,TO,Cativo,,100054
8293,2008,8,RR,Cativo,,34816
8294,2008,8,MS,Cativo,,264153
8295,2008,8,PA,Cativo,,615557
8296,2008,8,PB,Cativo,,248472
8297,2008,8,MT,Cativo,,423670
8298,2008,8,AL,Cativo,,298238
8299,2008,8,GO,Cativo,,791874
8300,2008,8,PI,Cativo,,153489
8301,2008,8,PE,Cativo,,732373
8302,2008,8,BA,Cativo,,1607599
8303,2008,8,RJ,Cativo,,2169607
8304,2008,8,RO,Cativo,,153353
8305,2008,8,MA,Cativo,,336345
8306,2008,8,SP,Cativo,,7275753
8307,2008,8,DF,Cativo,,368777
8308,2008,8,AP,Cativo,,57191
8309,2008,8,RS,Cativo,,1765720
8310,2008,8,AC,Cativo,,52834
8311,2008,8,MG,Cativo,,2101285
8312,2008,8,RN,Cativo,,314391
8313,2008,8,SC,Cativo,,1249822
8314,2008,8,PR,Cativo,,1697717
8315,2008,8,CE,Cativo,,581168
8316,2008,9,AC,Cativo,,51827
8317,2008,9,PI,Cativo,,163787
8318,2008,9,MA,Cativo,,342562
8319,2008,9,RO,Cativo,,160247
8320,2008,9,BA,Cativo,,1643817
8321,2008,9,PA,Cativo,,647933
8322,2008,9,MG,Cativo,,2115204
8323,2008,9,DF,Cativo,,394882
8324,2008,9,AP,Cativo,,58858
8325,2008,9,SP,Cativo,,7318526
8326,2008,9,RS,Cativo,,1699806
8327,2008,9,GO,Cativo,,796507
8328,2008,9,CE,Cativo,,598521
8329,2008,9,TO,Cativo,,105645
8330,2008,9,AL,Cativo,,301965
8331,2008,9,ES,Cativo,,424497
8332,2008,9,SC,Cativo,,1203333
8333,2008,9,MT,Cativo,,453124
8334,2008,9,AM,Cativo,,398919
8335,2008,9,SE,Cativo,,160758
8336,2008,9,RJ,Cativo,,2156324
8337,2008,9,RR,Cativo,,39908
8338,2008,9,PR,Cativo,,1716936
8339,2008,9,RN,Cativo,,333898
8340,2008,9,MS,Cativo,,274028
8341,2008,9,PB,Cativo,,252962
8342,2008,9,PE,Cativo,,747213
8343,2008,10,RO,Cativo,,155112
8344,2008,10,AM,Cativo,,388833
8345,2008,10,AL,Cativo,,292145
8346,2008,10,RS,Cativo,,1737569
8347,2008,10,RN,Cativo,,346930
8348,2008,10,MG,Cativo,,2149553
8349,2008,10,ES,Cativo,,449200
8350,2008,10,SE,Cativo,,172083
8351,2008,10,BA,Cativo,,1705363
8352,2008,10,MA,Cativo,,347313
8353,2008,10,PE,Cativo,,801813
8354,2008,10,MS,Cativo,,266378
8355,2008,10,PR,Cativo,,1696771
8356,2008,10,GO,Cativo,,781458
8357,2008,10,RJ,Cativo,,2228268
8358,2008,10,SP,Cativo,,7577720
8359,2008,10,DF,Cativo,,408066
8360,2008,10,AC,Cativo,,52747
8361,2008,10,AP,Cativo,,61394
8362,2008,10,TO,Cativo,,107333
8363,2008,10,CE,Cativo,,633702
8364,2008,10,PB,Cativo,,260973
8365,2008,10,PA,Cativo,,648144
8366,2008,10,RR,Cativo,,40884
8367,2008,10,PI,Cativo,,170216
8368,2008,10,SC,Cativo,,1218424
8369,2008,10,MT,Cativo,,440069
8370,2008,11,SE,Cativo,,178082
8371,2008,11,AP,Cativo,,65184
8372,2008,11,AM,Cativo,,394311
8373,2008,11,MS,Cativo,,292116
8374,2008,11,RN,Cativo,,354115
8375,2008,11,MG,Cativo,,2238419
8376,2008,11,SC,Cativo,,1237266
8377,2008,11,CE,Cativo,,622628
8378,2008,11,AC,Cativo,,53493
8379,2008,11,TO,Cativo,,99161
8380,2008,11,PB,Cativo,,268083
8381,2008,11,PE,Cativo,,821563
8382,2008,11,GO,Cativo,,793048
8383,2008,11,RS,Cativo,,1715020
8384,2008,11,RR,Cativo,,41631
8385,2008,11,ES,Cativo,,445568
8386,2008,11,AL,Cativo,,325145
8387,2008,11,MT,Cativo,,428518
8388,2008,11,PI,Cativo,,177810
8389,2008,11,PR,Cativo,,1729837
8390,2008,11,RJ,Cativo,,2321328
8391,2008,11,BA,Cativo,,1580015
8392,2008,11,MA,Cativo,,345606
8393,2008,11,RO,Cativo,,159680
8394,2008,11,SP,Cativo,,7521450
8395,2008,11,DF,Cativo,,411692
8396,2008,11,PA,Cativo,,619522
8397,2008,12,SE,Cativo,,182881
8398,2008,12,SC,Cativo,,1202478
8399,2008,12,GO,Cativo,,713252
8400,2008,12,BA,Cativo,,1491342
8401,2008,12,PA,Cativo,,601757
8402,2008,12,DF,Cativo,,382600
8403,2008,12,PE,Cativo,,855216
8404,2008,12,MS,Cativo,,288923
8405,2008,12,RJ,Cativo,,2206075
8406,2008,12,AL,Cativo,,327461
8407,2008,12,AC,Cativo,,51403
8408,2008,12,PB,Cativo,,268929
8409,2008,12,PR,Cativo,,1681137
8410,2008,12,SP,Cativo,,7139182
8411,2008,12,RO,Cativo,,154233
8412,2008,12,MT,Cativo,,401164
8413,2008,12,TO,Cativo,,90085
8414,2008,12,AM,Cativo,,359102
8415,2008,12,AP,Cativo,,61584
8416,2008,12,PI,Cativo,,163782
8417,2008,12,MA,Cativo,,322043
8418,2008,12,RS,Cativo,,1833398
8419,2008,12,RR,Cativo,,39615
8420,2008,12,CE,Cativo,,643632
8421,2008,12,RN,Cativo,,364889
8422,2008,12,MG,Cativo,,1918603
8423,2008,12,ES,Cativo,,408636
8424,2008,1,AC,Outros,26095.0,13589
8425,2008,1,BA,Outros,252401.0,249798
8426,2008,1,SE,Outros,24815.0,43793
8427,2008,1,RS,Outros,353488.0,528498
8428,2008,1,AP,Outros,2761.0,12789
8429,2008,1,PR,Outros,385183.0,302954
8430,2008,1,AL,Outros,18287.0,65923
8431,2008,1,MA,Outros,66279.0,64381
8432,2008,1,PE,Outros,187013.0,178126
8433,2008,1,MS,Outros,80796.0,64957
8434,2008,1,RN,Outros,66188.0,84046
8435,2008,1,MG,Outros,688658.0,424978
8436,2008,1,RR,Outros,7562.0,9888
8437,2008,1,MT,Outros,100241.0,75751
8438,2008,1,TO,Outros,49657.0,28584
8439,2008,1,GO,Outros,170467.0,153042
8440,2008,1,CE,Outros,302249.0,146005
8441,2008,1,PB,Outros,96813.0,67221
8442,2008,1,SP,Outros,361184.0,1038120
8443,2008,1,SC,Outros,233977.0,242300
8444,2008,1,AM,Outros,21985.0,57481
8445,2008,1,ES,Outros,157812.0,98873
8446,2008,1,RJ,Outros,87856.0,493878
8447,2008,1,DF,Outros,13241.0,94103
8448,2008,1,PI,Outros,41319.0,39540
8449,2008,1,RO,Outros,81283.0,33916
8450,2008,1,PA,Outros,96335.0,88301
8451,2008,2,SP,Outros,356487.0,1044149
8452,2008,2,AL,Outros,18277.0,64879
8453,2008,2,BA,Outros,251811.0,236980
8454,2008,2,TO,Outros,50068.0,27497
8455,2008,2,AM,Outros,22086.0,55438
8456,2008,2,MS,Outros,80848.0,69515
8457,2008,2,SE,Outros,24908.0,42776
8458,2008,2,SC,Outros,238654.0,234393
8459,2008,2,AC,Outros,26149.0,13478
8460,2008,2,RR,Outros,7576.0,9971
8461,2008,2,PA,Outros,102099.0,85682
8462,2008,2,PE,Outros,188113.0,164355
8463,2008,2,PR,Outros,385642.0,308956
8464,2008,2,MG,Outros,690691.0,413137
8465,2008,2,MA,Outros,64733.0,56369
8466,2008,2,RN,Outros,66388.0,77331
8467,2008,2,RJ,Outros,87886.0,465592
8468,2008,2,MT,Outros,101176.0,77864
8469,2008,2,GO,Outros,170826.0,159737
8470,2008,2,CE,Outros,309967.0,130918
8471,2008,2,AP,Outros,2780.0,12163
8472,2008,2,RO,Outros,81785.0,33368
8473,2008,2,RS,Outros,354296.0,546786
8474,2008,2,ES,Outros,158562.0,91917
8475,2008,2,PB,Outros,97245.0,62723
8476,2008,2,PI,Outros,41652.0,37239
8477,2008,2,DF,Outros,13235.0,92385
8478,2008,3,BA,Outros,252499.0,218822
8479,2008,3,SE,Outros,25108.0,41394
8480,2008,3,MA,Outros,63901.0,60714
8481,2008,3,AP,Outros,2772.0,13086
8482,2008,3,PB,Outros,97347.0,64052
8483,2008,3,PA,Outros,103196.0,86651
8484,2008,3,MS,Outros,80937.0,73592
8485,2008,3,RR,Outros,7597.0,10392
8486,2008,3,RO,Outros,82084.0,33388
8487,2008,3,AC,Outros,26227.0,13904
8488,2008,3,AL,Outros,18514.0,59697
8489,2008,3,PI,Outros,41586.0,35671
8490,2008,3,SP,Outros,338507.0,1019978
8491,2008,3,PR,Outros,386106.0,310899
8492,2008,3,CE,Outros,304021.0,126536
8493,2008,3,ES,Outros,159896.0,93392
8494,2008,3,DF,Outros,13214.0,91281
8495,2008,3,TO,Outros,50081.0,26153
8496,2008,3,RN,Outros,66561.0,76164
8497,2008,3,RS,Outros,355255.0,496748
8498,2008,3,RJ,Outros,88209.0,461825
8499,2008,3,AM,Outros,22542.0,60058
8500,2008,3,MG,Outros,692327.0,397380
8501,2008,3,MT,Outros,102507.0,87036
8502,2008,3,PE,Outros,188672.0,162149
8503,2008,3,SC,Outros,251349.0,251349
8504,2008,3,GO,Outros,170914.0,155988
8505,2008,4,MS,Outros,81054.0,74966
8506,2008,4,SC,Outros,245568.0,234854
8507,2008,4,MT,Outros,103242.0,88671
8508,2008,4,GO,Outros,170095.0,163725
8509,2008,4,AP,Outros,2759.0,13247
8510,2008,4,AM,Outros,22923.0,59982
8511,2008,4,DF,Outros,13089.0,97896
8512,2008,4,AC,Outros,26236.0,13837
8513,2008,4,SP,Outros,335961.0,1034596
8514,2008,4,CE,Outros,304392.0,117229
8515,2008,4,RO,Outros,82857.0,35184
8516,2008,4,PE,Outros,189491.0,149599
8517,2008,4,PR,Outros,386576.0,311428
8518,2008,4,RR,Outros,7600.0,9818
8519,2008,4,BA,Outros,253237.0,224903
8520,2008,4,RJ,Outros,88663.0,477309
8521,2008,4,AL,Outros,18525.0,51134
8522,2008,4,TO,Outros,50533.0,26549
8523,2008,4,ES,Outros,161006.0,92606
8524,2008,4,PB,Outros,97601.0,60807
8525,2008,4,MA,Outros,64013.0,59371
8526,2008,4,SE,Outros,25320.0,40579
8527,2008,4,RS,Outros,356370.0,426428
8528,2008,4,RN,Outros,66611.0,66867
8529,2008,4,MG,Outros,694876.0,412050
8530,2008,4,PI,Outros,41635.0,35469
8531,2008,4,PA,Outros,103734.0,87720
8532,2008,5,SP,Outros,332883.0,1039342
8533,2008,5,AL,Outros,18388.0,46745
8534,2008,5,PR,Outros,387096.0,296733
8535,2008,5,PB,Outros,97893.0,58946
8536,2008,5,PE,Outros,190199.0,160255
8537,2008,5,DF,Outros,13114.0,98883
8538,2008,5,CE,Outros,305661.0,120905
8539,2008,5,AM,Outros,23244.0,61885
8540,2008,5,BA,Outros,252959.0,247512
8541,2008,5,RO,Outros,83186.0,36524
8542,2008,5,RR,Outros,7611.0,10716
8543,2008,5,PI,Outros,41734.0,36215
8544,2008,5,RN,Outros,66722.0,61698
8545,2008,5,MG,Outros,682649.0,446997
8546,2008,5,AC,Outros,25925.0,14044
8547,2008,5,SE,Outros,25388.0,39071
8548,2008,5,AP,Outros,2758.0,13880
8549,2008,5,ES,Outros,162168.0,101772
8550,2008,5,TO,Outros,51211.0,27191
8551,2008,5,RJ,Outros,88967.0,461193
8552,2008,5,RS,Outros,357258.0,368101
8553,2008,5,MS,Outros,81046.0,73454
8554,2008,5,PA,Outros,106041.0,88269
8555,2008,5,MA,Outros,54368.0,61943
8556,2008,5,SC,Outros,245726.0,233715
8557,2008,5,MT,Outros,105049.0,87663
8558,2008,5,GO,Outros,171593.0,190490
8559,2008,6,SP,Outros,335405.0,1029941
8560,2008,6,CE,Outros,307243.0,124779
8561,2008,6,RO,Outros,83851.0,35980
8562,2008,6,MA,Outros,54353.0,63888
8563,2008,6,PA,Outros,108007.0,91808
8564,2008,6,PB,Outros,98445.0,59407
8565,2008,6,RS,Outros,358101.0,343503
8566,2008,6,DF,Outros,13167.0,101647
8567,2008,6,SC,Outros,245890.0,223076
8568,2008,6,AC,Outros,26395.0,13743
8569,2008,6,BA,Outros,252631.0,244342
8570,2008,6,AP,Outros,2765.0,16467
8571,2008,6,PE,Outros,190988.0,156229
8572,2008,6,SE,Outros,25550.0,37856
8573,2008,6,RJ,Outros,89254.0,423855
8574,2008,6,AL,Outros,18451.0,44910
8575,2008,6,PI,Outros,41894.0,37622
8576,2008,6,PR,Outros,387564.0,292493
8577,2008,6,MS,Outros,81053.0,67450
8578,2008,6,MG,Outros,700827.0,495015
8579,2008,6,ES,Outros,163272.0,108814
8580,2008,6,RN,Outros,67087.0,62407
8581,2008,6,MT,Outros,107357.0,93139
8582,2008,6,GO,Outros,172160.0,237853
8583,2008,6,AM,Outros,23589.0,66101
8584,2008,6,RR,Outros,7625.0,9999
8585,2008,6,TO,Outros,51678.0,29722
8586,2008,7,PA,Outros,109911.0,92909
8587,2008,7,MG,Outros,712449.0,482697
8588,2008,7,RR,Outros,7622.0,10040
8589,2008,7,AP,Outros,2773.0,12759
8590,2008,7,GO,Outros,172899.0,200420
8591,2008,7,MT,Outros,109247.0,109253
8592,2008,7,TO,Outros,51857.0,30757
8593,2008,7,MS,Outros,81140.0,68005
8594,2008,7,RN,Outros,67265.0,62162
8595,2008,7,PE,Outros,191474.0,158453
8596,2008,7,MA,Outros,55174.0,67598
8597,2008,7,SP,Outros,332578.0,1063721
8598,2008,7,SC,Outros,246201.0,222157
8599,2008,7,RJ,Outros,89605.0,456944
8600,2008,7,DF,Outros,13425.0,98968
8601,2008,7,PI,Outros,41929.0,38315
8602,2008,7,RS,Outros,358900.0,333388
8603,2008,7,AM,Outros,23680.0,64709
8604,2008,7,PB,Outros,98660.0,59673
8605,2008,7,CE,Outros,311669.0,135345
8606,2008,7,SE,Outros,25745.0,37594
8607,2008,7,AC,Outros,26414.0,14467
8608,2008,7,BA,Outros,254115.0,256981
8609,2008,7,ES,Outros,164706.0,106881
8610,2008,7,RO,Outros,84056.0,34881
8611,2008,7,PR,Outros,387437.0,289369
8612,2008,7,AL,Outros,18370.0,43552
8613,2008,8,PB,Outros,99171.0,60259
8614,2008,8,AC,Outros,26121.0,15844
8615,2008,8,PA,Outros,111218.0,90550
8616,2008,8,MA,Outros,55662.0,70063
8617,2008,8,AP,Outros,2770.0,14035
8618,2008,8,RJ,Outros,90710.0,462169
8619,2008,8,MG,Outros,694078.0,503624
8620,2008,8,RN,Outros,67472.0,67118
8621,2008,8,GO,Outros,173475.0,234154
8622,2008,8,CE,Outros,324491.0,145355
8623,2008,8,AM,Outros,24171.0,69601
8624,2008,8,PI,Outros,42501.0,40203
8625,2008,8,SE,Outros,25855.0,37924
8626,2008,8,SC,Outros,246337.0,242479
8627,2008,8,BA,Outros,253545.0,263731
8628,2008,8,RS,Outros,360650.0,335382
8629,2008,8,MT,Outros,110376.0,115849
8630,2008,8,PE,Outros,192046.0,158859
8631,2008,8,PR,Outros,388560.0,293145
8632,2008,8,ES,Outros,166133.0,114933
8633,2008,8,RO,Outros,84534.0,38754
8634,2008,8,TO,Outros,51935.0,32396
8635,2008,8,SP,Outros,333248.0,1103115
8636,2008,8,DF,Outros,13309.0,100234
8637,2008,8,RR,Outros,7620.0,9764
8638,2008,8,AL,Outros,18424.0,44397
8639,2008,8,MS,Outros,81251.0,73107
8640,2008,9,AM,Outros,24699.0,73859
8641,2008,9,PE,Outros,192377.0,162936
8642,2008,9,PR,Outros,389347.0,301912
8643,2008,9,DF,Outros,13287.0,101752
8644,2008,9,RJ,Outros,93144.0,474084
8645,2008,9,BA,Outros,254650.0,277584
8646,2008,9,PB,Outros,99608.0,64736
8647,2008,9,RO,Outros,85159.0,40214
8648,2008,9,TO,Outros,51903.0,32272
8649,2008,9,GO,Outros,174369.0,228971
8650,2008,9,AC,Outros,26410.0,15392
8651,2008,9,RR,Outros,7635.0,11024
8652,2008,9,PI,Outros,42233.0,42735
8653,2008,9,MG,Outros,626334.0,525363
8654,2008,9,MT,Outros,112861.0,120840
8655,2008,9,AP,Outros,2742.0,14096
8656,2008,9,SP,Outros,334515.0,1144340
8657,2008,9,MS,Outros,81510.0,78794
8658,2008,9,AL,Outros,18544.0,45480
8659,2008,9,RS,Outros,356902.0,324497
8660,2008,9,SC,Outros,244670.0,225732
8661,2008,9,MA,Outros,61191.0,71903
8662,2008,9,PA,Outros,112523.0,100565
8663,2008,9,CE,Outros,329232.0,153800
8664,2008,9,RN,Outros,67631.0,75054
8665,2008,9,ES,Outros,167617.0,115536
8666,2008,9,SE,Outros,26022.0,40413
8667,2008,10,MA,Outros,63424.0,73268
8668,2008,10,AC,Outros,26500.0,15370
8669,2008,10,ES,Outros,168967.0,116977
8670,2008,10,RS,Outros,357817.0,336225
8671,2008,10,PI,Outros,42421.0,44362
8672,2008,10,PB,Outros,100062.0,68362
8673,2008,10,SC,Outros,247504.0,230675
8674,2008,10,MT,Outros,113841.0,115817
8675,2008,10,RJ,Outros,94500.0,466985
8676,2008,10,MS,Outros,82322.0,76226
8677,2008,10,SP,Outros,337079.0,1149075
8678,2008,10,AP,Outros,2771.0,14288
8679,2008,10,PA,Outros,113055.0,101793
8680,2008,10,RR,Outros,7645.0,11002
8681,2008,10,RN,Outros,67999.0,81618
8682,2008,10,CE,Outros,334056.0,166479
8683,2008,10,RO,Outros,85539.0,39005
8684,2008,10,TO,Outros,52051.0,31715
8685,2008,10,AM,Outros,24948.0,70538
8686,2008,10,AL,Outros,18771.0,51746
8687,2008,10,GO,Outros,174791.0,210536
8688,2008,10,DF,Outros,13346.0,111108
8689,2008,10,SE,Outros,26460.0,43750
8690,2008,10,PE,Outros,192939.0,179428
8691,2008,10,MG,Outros,618795.0,506405
8692,2008,10,PR,Outros,389712.0,299112
8693,2008,10,BA,Outros,254918.0,295229
8694,2008,11,MT,Outros,114114.0,102420
8695,2008,11,AP,Outros,2856.0,15067
8696,2008,11,AC,Outros,26383.0,15835
8697,2008,11,AL,Outros,18724.0,64379
8698,2008,11,PI,Outros,42783.0,46142
8699,2008,11,PB,Outros,100601.0,72201
8700,2008,11,MS,Outros,82655.0,81036
8701,2008,11,RO,Outros,86210.0,40894
8702,2008,11,MA,Outros,64621.0,72537
8703,2008,11,RJ,Outros,94863.0,478306
8704,2008,11,SE,Outros,26585.0,46060
8705,2008,11,RN,Outros,68246.0,87081
8706,2008,11,SP,Outros,338269.0,1132736
8707,2008,11,PR,Outros,390189.0,311181
8708,2008,11,RS,Outros,358433.0,344574
8709,2008,11,PA,Outros,114316.0,95893
8710,2008,11,DF,Outros,13065.0,101953
8711,2008,11,BA,Outros,254738.0,266730
8712,2008,11,MG,Outros,617534.0,513948
8713,2008,11,RR,Outros,7664.0,11427
8714,2008,11,TO,Outros,52029.0,29429
8715,2008,11,SC,Outros,243154.0,223624
8716,2008,11,GO,Outros,175724.0,205394
8717,2008,11,PE,Outros,193141.0,191049
8718,2008,11,AM,Outros,25295.0,70356
8719,2008,11,CE,Outros,335943.0,162278
8720,2008,11,ES,Outros,169795.0,115373
8721,2008,12,AM,Outros,25382.0,71859
8722,2008,12,RR,Outros,7667.0,10327
8723,2008,12,AC,Outros,26469.0,14797
8724,2008,12,PB,Outros,101090.0,72700
8725,2008,12,SC,Outros,248179.0,255249
8726,2008,12,RS,Outros,359514.0,460577
8727,2008,12,RN,Outros,68448.0,91190
8728,2008,12,SE,Outros,26672.0,52823
8729,2008,12,CE,Outros,339950.0,165298
8730,2008,12,AP,Outros,2811.0,14529
8731,2008,12,RJ,Outros,95647.0,472947
8732,2008,12,GO,Outros,176262.0,171838
8733,2008,12,ES,Outros,170601.0,93282
8734,2008,12,MA,Outros,66038.0,69055
8735,2008,12,PI,Outros,43010.0,43554
8736,2008,12,DF,Outros,10271.0,104096
8737,2008,12,PE,Outros,196498.0,193998
8738,2008,12,BA,Outros,255231.0,235390
8739,2008,12,PR,Outros,389500.0,314812
8740,2008,12,MG,Outros,626308.0,417454
8741,2008,12,AL,Outros,18845.0,65926
8742,2008,12,SP,Outros,340154.0,1082481
8743,2008,12,MT,Outros,115217.0,92717
8744,2008,12,PA,Outros,115357.0,98592
8745,2008,12,MS,Outros,82971.0,80592
8746,2008,12,RO,Outros,86501.0,39300
8747,2008,12,TO,Outros,52021.0,27995
8748,2008,1,TO,Comercial,29929.0,18483
8749,2008,1,AL,Comercial,47390.0,40988
8750,2008,1,PB,Comercial,79012.0,47688
8751,2008,1,AC,Comercial,14076.0,9703
8752,2008,1,ES,Comercial,98924.0,114890
8753,2008,1,PR,Comercial,294648.0,334047
8754,2008,1,MS,Comercial,59661.0,57047
8755,2008,1,MT,Comercial,72966.0,78655
8756,2008,1,GO,Comercial,168761.0,118650
8757,2008,1,SE,Comercial,37145.0,31727
8758,2008,1,AM,Comercial,55293.0,61063
8759,2008,1,AP,Comercial,12272.0,11356
8760,2008,1,RN,Comercial,66623.0,62447
8761,2008,1,CE,Comercial,147113.0,118417
8762,2008,1,MG,Comercial,611171.0,419298
8763,2008,1,RS,Comercial,298308.0,360013
8764,2008,1,PI,Comercial,65314.0,31131
8765,2008,1,BA,Comercial,283065.0,217286
8766,2008,1,RJ,Comercial,422087.0,708970
8767,2008,1,DF,Comercial,78819.0,113960
8768,2008,1,PA,Comercial,126754.0,92432
8769,2008,1,PE,Comercial,177266.0,154352
8770,2008,1,SC,Comercial,175400.0,223338
8771,2008,1,SP,Comercial,993271.0,1712535
8772,2008,1,RR,Comercial,8185.0,7682
8773,2008,1,RO,Comercial,30928.0,29894
8774,2008,1,MA,Comercial,104810.0,51469
8775,2008,2,SP,Comercial,1029766.0,1775224
8776,2008,2,TO,Comercial,29851.0,18088
8777,2008,2,RO,Comercial,30912.0,29522
8778,2008,2,AP,Comercial,12271.0,10228
8779,2008,2,CE,Comercial,147387.0,116450
8780,2008,2,PI,Comercial,65952.0,29454
8781,2008,2,SC,Comercial,173013.0,233906
8782,2008,2,MG,Comercial,611258.0,377963
8783,2008,2,MS,Comercial,59917.0,56212
8784,2008,2,RJ,Comercial,419836.0,673068
8785,2008,2,PA,Comercial,127532.0,87349
8786,2008,2,ES,Comercial,99183.0,111177
8787,2008,2,PE,Comercial,176836.0,149756
8788,2008,2,SE,Comercial,37206.0,31591
8789,2008,2,BA,Comercial,283118.0,209305
8790,2008,2,AL,Comercial,47532.0,40368
8791,2008,2,MA,Comercial,104829.0,47546
8792,2008,2,MT,Comercial,72869.0,83459
8793,2008,2,PR,Comercial,294963.0,332511
8794,2008,2,PB,Comercial,78968.0,45756
8795,2008,2,AC,Comercial,13896.0,9875
8796,2008,2,RN,Comercial,66851.0,63159
8797,2008,2,RS,Comercial,298680.0,342402
8798,2008,2,RR,Comercial,8209.0,7910
8799,2008,2,DF,Comercial,78914.0,110121
8800,2008,2,AM,Comercial,55563.0,60120
8801,2008,2,GO,Comercial,169896.0,137484
8802,2008,3,CE,Comercial,147728.0,114582
8803,2008,3,SP,Comercial,1033206.0,1740362
8804,2008,3,AM,Comercial,55758.0,59746
8805,2008,3,MG,Comercial,611954.0,369764
8806,2008,3,RJ,Comercial,419829.0,698453
8807,2008,3,AL,Comercial,47253.0,40169
8808,2008,3,ES,Comercial,99346.0,116013
8809,2008,3,SC,Comercial,176360.0,238409
8810,2008,3,MT,Comercial,72770.0,92921
8811,2008,3,RO,Comercial,31101.0,29042
8812,2008,3,DF,Comercial,79119.0,108137
8813,2008,3,MA,Comercial,104970.0,51535
8814,2008,3,PA,Comercial,127702.0,91565
8815,2008,3,PI,Comercial,64978.0,28073
8816,2008,3,SE,Comercial,37221.0,32232
8817,2008,3,RS,Comercial,299302.0,348897
8818,2008,3,RN,Comercial,67012.0,65050
8819,2008,3,RR,Comercial,8243.0,7792
8820,2008,3,PR,Comercial,296129.0,353332
8821,2008,3,GO,Comercial,169991.0,139027
8822,2008,3,AP,Comercial,12448.0,10941
8823,2008,3,BA,Comercial,283886.0,211893
8824,2008,3,TO,Comercial,29975.0,17299
8825,2008,3,MS,Comercial,60019.0,60641
8826,2008,3,PE,Comercial,177239.0,160398
8827,2008,3,PB,Comercial,79495.0,46485
8828,2008,3,AC,Comercial,13969.0,9498
